cloud,tree_id,dbh_method,volume_method,dbh_cm,height_m,cbc_rel_m,cbc_abs_m,volume_m3,mass_kg,commercial_volume_m3,commercial_mass_kg,status,n_trunk_pts,n_commercial_pts
talhao_62_25x25_round2_crop_100,45,ls,frustum,20.254611262141037,1.3123998641967773,0.2624799728393555,3.064480018615723,0.555928863490232,500.3359771412088,0.03997782062369997,35.98003856132998,ok,167,6
talhao_62_25x25_round2_crop_100,45,ls,axis_profile,20.254611262141037,1.3123998641967773,0.2624799728393555,3.064480018615723,,,,,error: Insufficient points for 'axis_profile' volume estimation.,167,6
talhao_62_25x25_round2_crop_100,46,ensemble,cylinder,90.2114256898989,9.642800450325012,9.642800450325012,11.081100463867188,6.163340389954935,5547.006350959441,6.163340389954935,5547.006350959441,ok,266,266
talhao_62_25x25_round2_crop_100,46,ensemble,voxel,90.2114256898989,9.642800450325012,9.642800450325012,11.081100463867188,0.03262500000000001,29.362500000000008,0.03262500000000001,29.362500000000008,ok,266,266
talhao_62_25x25_round2_crop_100,46,ensemble,taper,90.2114256898989,9.642800450325012,9.642800450325012,11.081100463867188,3.427085316618256,3084.3767849564306,3.3553570437907756,3019.821339411698,ok,266,266
talhao_62_25x25_round2_crop_100,46,ensemble,frustum,90.2114256898989,9.642800450325012,9.642800450325012,11.081100463867188,2.5518174603333494,2296.6357143000146,2.551817460333334,2296.6357143000005,ok,266,266
talhao_62_25x25_round2_crop_100,46,ensemble,axis_profile,90.2114256898989,9.642800450325012,9.642800450325012,11.081100463867188,0.41407304084317925,372.6657367588613,0.41407304084317925,372.6657367588613,ok,266,266
talhao_62_25x25_round2_crop_100,46,single_ransac,cylinder,117.8868173314997,9.642800450325012,9.642800450325012,11.081100463867188,10.525034951238808,9472.531456114928,10.525034951238808,9472.531456114928,ok,266,266
talhao_62_25x25_round2_crop_100,46,single_ransac,voxel,117.8868173314997,9.642800450325012,9.642800450325012,11.081100463867188,0.03262500000000001,29.362500000000008,0.03262500000000001,29.362500000000008,ok,266,266
talhao_62_25x25_round2_crop_100,46,single_ransac,taper,117.8868173314997,9.642800450325012,9.642800450325012,11.081100463867188,3.427085316618286,3084.3767849564574,3.4839083665393247,3135.5175298853924,ok,266,266
talhao_62_25x25_round2_crop_100,46,single_ransac,frustum,117.8868173314997,9.642800450325012,9.642800450325012,11.081100463867188,2.5518174603333486,2296.6357143000137,2.551817460333353,2296.6357143000178,ok,266,266
talhao_62_25x25_round2_crop_100,46,single_ransac,axis_profile,117.8868173314997,9.642800450325012,9.642800450325012,11.081100463867188,0.41407304084317925,372.6657367588613,0.41407304084317925,372.6657367588613,ok,266,266
talhao_62_25x25_round2_crop_100,46,ls,cylinder,,9.642800450325012,9.642800450325012,11.081100463867188,,,,,error: dbh_cm or CBC is missing for cylinder volume,266,266
talhao_62_25x25_round2_crop_100,46,ls,voxel,,9.642800450325012,9.642800450325012,11.081100463867188,0.03262500000000001,29.362500000000008,0.03262500000000001,29.362500000000008,ok,266,266
talhao_62_25x25_round2_crop_100,46,ls,taper,,9.642800450325012,9.642800450325012,11.081100463867188,3.3553570437907836,3019.821339411705,3.4839083665392767,3135.517529885349,ok,266,266
talhao_62_25x25_round2_crop_100,46,ls,frustum,,9.642800450325012,9.642800450325012,11.081100463867188,2.5518174603333397,2296.635714300006,2.551817460333345,2296.6357143000105,ok,266,266
talhao_62_25x25_round2_crop_100,46,ls,axis_profile,,9.642800450325012,9.642800450325012,11.081100463867188,0.41407304084317925,372.6657367588613,0.41407304084317925,372.6657367588613,ok,266,266
talhao_62_25x25_round2_crop_100,48,ensemble,cylinder,,2.3086999654769897,1.9162209713459015,3.46352095246315,,,,,error: dbh_cm or CBC is missing for cylinder volume,48,45
talhao_62_25x25_round2_crop_100,48,ensemble,voxel,,2.3086999654769897,1.9162209713459015,3.46352095246315,0.006000000000000002,5.400000000000001,0.0056250000000000015,5.062500000000002,ok,48,45
talhao_62_25x25_round2_crop_100,48,ensemble,taper,,2.3086999654769897,1.9162209713459015,3.46352095246315,16.659303770284616,14993.373393256154,72.07524554295532,64867.720988659785,ok,48,45
talhao_62_25x25_round2_crop_100,48,ensemble,frustum,,2.3086999654769897,1.9162209713459015,3.46352095246315,1.3487400686807356,1213.866061812662,0.970294585670085,873.2651271030765,ok,48,45
talhao_62_25x25_round2_crop_100,48,ensemble,axis_profile,,2.3086999654769897,1.9162209713459015,3.46352095246315,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,48,45
talhao_62_25x25_round2_crop_100,48,single_ransac,cylinder,,2.3086999654769897,1.9162209713459015,3.46352095246315,,,,,error: dbh_cm or CBC is missing for cylinder volume,48,45
talhao_62_25x25_round2_crop_100,48,single_ransac,voxel,,2.3086999654769897,1.9162209713459015,3.46352095246315,0.006000000000000002,5.400000000000001,0.0056250000000000015,5.062500000000002,ok,48,45
talhao_62_25x25_round2_crop_100,48,single_ransac,taper,,2.3086999654769897,1.9162209713459015,3.46352095246315,12.050446376856035,10845.401739170431,43.38318744356038,39044.868699204344,ok,48,45
talhao_62_25x25_round2_crop_100,48,single_ransac,frustum,,2.3086999654769897,1.9162209713459015,3.46352095246315,2.298247768575587,2068.4229917180282,0.9702945856700765,873.2651271030688,ok,48,45
talhao_62_25x25_round2_crop_100,48,single_ransac,axis_profile,,2.3086999654769897,1.9162209713459015,3.46352095246315,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,48,45
talhao_62_25x25_round2_crop_100,48,ls,cylinder,,2.3086999654769897,1.9162209713459015,3.46352095246315,,,,,error: dbh_cm or CBC is missing for cylinder volume,48,45
talhao_62_25x25_round2_crop_100,48,ls,voxel,,2.3086999654769897,1.9162209713459015,3.46352095246315,0.006000000000000002,5.400000000000001,0.0056250000000000015,5.062500000000002,ok,48,45
talhao_62_25x25_round2_crop_100,48,ls,taper,,2.3086999654769897,1.9162209713459015,3.46352095246315,22.815123846671096,20533.611462003984,43.38318744355901,39044.86869920311,ok,48,45
talhao_62_25x25_round2_crop_100,48,ls,frustum,,2.3086999654769897,1.9162209713459015,3.46352095246315,1.6900733349380122,1521.066001444211,1.1017810545899775,991.6029491309798,ok,48,45
talhao_62_25x25_round2_crop_100,48,ls,axis_profile,,2.3086999654769897,1.9162209713459015,3.46352095246315,,,,,error: Insufficient valid slices for 'axis_profile' volume estimation.,48,45
talhao_62_25x25_round2_crop_100,49,ensemble,cylinder,,14.815199792385101,13.778135806918144,14.608135790228843,,,,,error: dbh_cm or CBC is missing for cylinder volume,195,192
